capacity;failure_rate;id;margin;price;prod_cost;product_type;quality;warranty;market_share;attractiveness
0.017366099369173386;0.036888712826007995;19046;723.9379716666741;913.9593014039586;190.0213297372845;auto-portee;Low;3anss;0.0051510738753004544;0.5269678078432386
26.322163007318817;0.03721075572598174;19362;664.5075482255152;847.6360319264927;183.1284837009776;auto-portee;Low;3_anss;0.006921732526375434;0.7081106394904012
17.992703161603654;0.03980013370749527;18886;702.7517876259909;873.3267133186317;170.5749256926408;auto-portee;Low;3 ans;0.006650299566257922;0.6803423652562867
19.50164327369389;0.03627479362082274;18487;691.5761091486333;871.6679450071255;180.09183585849217;auto-portee;Low;3ans;0.0069452248380987265;0.7105139620421035
20.784090248242386;0.039157559078050026;19458;666.839710327674;820.3597969469041;153.52008661923014;auto-portee;Low;3_anss;0.007368322799255124;0.7537979471859829
11.4203819997891;0.0397018949964467;19444;697.5124072791889;875.7451214176041;178.23271413841522;auto-portee;Medium;3_ans;0.0074171680302057025;0.7587949371148299
16.04790131126408;0.034215814834394294;18983;734.4032166072798;921.9036077006245;187.50039109334472;auto-portee;Hight;3ans;0.008537299459530487;0.8733871984757029
18.12177581507144;0.0377180159454295;19391;722.1400167237216;876.9714392687875;154.8314225450659;auto-portee;Low;3_ans.;0.006409385897676093;0.6556962912753279
39.56655953882845;0.0324900901686183;19610;640.694283421625;819.450330462223;178.75604704059796;auto-portee;Low;3ans;0.005812017716912841;0.5945840245300266
12.625985359781458;0.043139189663180276;19513;745.1031293071277;916.7337657799652;171.63063647283755;auto-portee;Low;3ans;0.00550895334122059;0.5635797769575512
11.677106067809689;0.04360771135538532;18882;648.374685096703;807.6661620584841;159.29147696178106;auto-portee;Low;3_ans;0.007677036154140185;0.7853800995320747
20.038004698922066;0.03546552467515608;19512;660.6686136371067;840.308091193132;179.63947755602535;auto-portee;Low;3_ans.;0.006877319720893137;0.7035670978305937
16.572382773225815;0.03658452065284661;19045;726.2717758711693;896.6737874028067;170.4020115316374;auto-portee;Medium;3anss;0.007437782109003065;0.7609038092019964
17.905859427867583;0.03806110539291094;19385;712.7467113057264;900.7664795374227;188.0197682316963;auto-portee;Low;3 ans;0.006975951410584219;0.7136573676575533
18.447297979387162;0.03732731092676062;18996;655.2387050692962;814.135322550581;158.89661748128475;auto-portee;Low;3ans;0.006838361670304286;0.6995815913102751
32.586061710283246;0.04298502917834546;19263;693.3507003207382;882.5322062129457;189.18150589220747;auto-portee;Low;3anss;0.006812106349089776;0.6968956059410936
25.95580791970729;0.042561850939752593;19353;751.4016808964711;945.6138112966352;194.21213040016406;auto-portee;Low;3ans.;0.0057855969257448415;0.5918811111685923
10.097954785893108;0.034405156070910194;18404;698.698872725433;850.0818228328727;151.3829501074397;auto-portee;Low;3 ans.;0.0063359350518668945;0.6481820850850609
20.945652523505483;0.036072766390159744;18738;643.1100638135733;842.9950970665639;199.88503325299047;auto-portee;Low;3anss;0.006688038025617926;0.6842031045276997
16.095603945322043;0.040983815904403094;19286;675.172333510835;826.6288435749034;151.45651006406848;auto-portee;Low;3ans;0.007008358699196044;0.7169727147582431
19.11040015491269;0.04108813063514602;18918;712.1649476880275;893.767685607803;181.60273791977542;auto-portee;Low;3ans;0.006575011294274777;0.6726401857489215
17.837905528780116;0.04075011764564657;19483;709.7283604592136;887.1729070356896;177.44454657647597;auto-portee;Medium;3 anss;0.00792517236375815;0.81076505761934
18.213739691910586;0.03629973691219324;18347;692.3996045419444;876.9697663243592;184.57016178241477;auto-portee;Hight;3 ans;0.008541653392325332;0.87383261674691
25.424666255106576;0.035849152456078205;19413;630.6352329373672;781.8886957266935;151.25346278932642;auto-portee;Low;3anss;0.00765989402617851;0.783626416744288
13.712841798179298;0.03895394303537551;18961;710.7414028886296;906.5088700054088;195.76746711677916;auto-portee;Low;3 ans;0.006025542535451341;0.6164281502927921
9.469051401343643;0.03373937468651259;19085;650.8013210839708;810.2208290560221;159.41950797205132;auto-portee;Low;3 anss;0.005903184801152664;0.6039106464524344
28.02956125124119;0.04003264536316392;18993;746.108662817478;350.21602871308335;unknown;auto-portee;Hight;3anss;0.007846526270886093;0.802719364593086
0.013883754687246057;0.03673801879071784;18693;681.4384799163728;852.583194730765;171.14471481439216;auto-portee;Low;3ans.;0.005851448099638582;0.598617851815447
30.501447897015094;0.038221317700981625;18866;701.386272915151;851.7182614479005;150.33198853274945;auto-portee;Low;3 ans;0.006044982750255544;0.6184169331422275
18.889544337460613;0.036834911643594134;19194;661.6936996508098;77.24989555098277;-64;auto-portee;Low;3 ans;0.006655284666773267;0.68085235357213
16.27582072083891;0.04001079053748998;18714;687.8262745112368;860.0390346772251;172.2127601659883;auto-portee;Low;3_ans;0.006482668947656328;0.6631933315304336
12.214586082947813;0.040258356657085305;18491;649.6700943885942;840.2737745961226;190.60368020752847;auto-portee;Medium;3ans.;0.008015842836137668;0.8200408748998986
0.01593188584743968;0.03174617301919525;18794;709.4385967382739;871.1838796899507;161.74528295167684;auto-portee;Hight;3 ans;0.008359425494468595;0.8551902446539947
31.01990437504162;0.03814910302180969;19522;658.1161843445761;411.08771163552655;;auto-portee;Low;3 ans.;0.007505329916964772;0.76781411977954
20.3222755743018;0.02890622561380976;19593;690.4020783121449;799.2331043504163;108.83102603827135;auto-portee;Low;3 ans;0.0071392827831171434;0.7303665777017758
16.748870611702063;0.04017486596897657;18614;674.2265783256506;848.2098686235955;173.98329029794488;auto-portee;Low;3_anss;0.0073991380147050805;0.7569504211995561
7.49258455698129;0.03587923524309399;18270;645.4429102468323;837.0439885739571;191.60107832712475;auto-portee;Low;3 anss;0.006243126619160513;0.6386875490879829
22.621840164635216;0.029658567113872988;18916;739.7847308545354;920.2321571352076;180.44742628067218;auto-portee;Hight;3 anss;0.00807162937259814;0.8257479778336586
29.612829568392957;0.037468925709684305;19082;618.2046660582178;769.9951478725669;151.79048181434914;auto-portee;Low;3anss;0.007631837078544774;0.7807561204629209
12.451770169546966;0.0365023304766574;19092;658.0987710517265;787.4993221880044;129.40055113627778;auto-portee;Low;3_anss;0.007891436265612433;0.807313769962551
9.791436740632697;0.039663735338441045;18721;694.7267113266917;859.8883961775118;165.16168485082014;auto-portee;Low;3_anss;0.007172780715917503;0.7337935004449594
14.991684378897931;0.04004212770550512;18856;682.0259173318436;860.776756525739;178.75083919389533;auto-portee;Low;3 ans.;0.005066230176290524;0.5182880841275762
23.357336905532147;0.04359128874643747;19225;656.7154440421375;866.6271006212824;209.91165657914487;auto-portee;Low;3ans;0.006693656837844985;0.6847779231448766
16.951745850304324;0.038900911416725734;19314;680.1248614619781;873.1244065751315;192.9995451131534;auto-portee;Low;3anss;0.0057436855705823;0.5875934741654333
14.042406225076492;0.03841314368372414;18441;645.2627753972239;823.557965381471;178.29518998424712;auto-portee;Medium;3_ans;0.008065518924192036;0.8251228635993347
19.732205101714452;0.035772887060150284;18646;699.8180925731392;900.5349904735989;200.71689790045968;auto-portee;Low;3 anss;0.006845459727150409;0.7003077403709755
17.6152812219437;0.03548536091371555;19248;682.9181755031316;850.5493659516983;167.63119044856666;auto-portee;Hight;3_ans;0.008819325255094216;0.9022391464075884
21.74548759083713;0.036428662052369803;18799;660.2390425778965;820.2279927438524;159.98895016595586;auto-portee;Hight;3 anss;0.00795157673241271;0.8134662909163614
25.39676777461541;0.032568098211527015;18573;718.9677109274295;887.3711240732645;168.40341314583497;auto-portee;Low;3ans.;0.0055657946263097825;0.5693947833277904
14.812093179443773;0.03259759626394961;19474;733.6558300332591;863.5027104586154;129.8468804253563;auto-portee;Medium;3 anss;0.008717605765363772;0.8918329868735129
0.014234659034771766;0.03715283448814182;18585;624.4783139656471;786.0265822034665;161.54826823781949;auto-portee;Low;3ans.;0.0062970426645367825;0.6442032960811964
20.431085386828485;0.03860796996825429;18571;688.4492527041681;844.9239789544316;156.4747262502635;auto-portee;Low;3 anss;0.006306902548664305;0.6452119870163396
12.417807752274047;0.037796780338512845;19638;672.1532335305701;74.15603668172803;0;auto-portee;Hight;3_ans;0.007923466394513577;0.8105905326766146
13.069884834306865;0.033231382979116084;18272;623.6683228395774;803.484607985646;179.81628514606857;auto-portee;Low;3 anss;0.007139122145753724;0.7303501440956369
0.016112473816303312;0.036577703072808845;18889;684.3988576996987;854.0558512206078;169.65699352090905;auto-portee;Medium;3 ans;0.008022750519711146;0.8207475482961869
8.412121674018165;0.03981865814401557;19355;671.1921720645095;825.2619182635193;154.06974619900987;auto-portee;Low;3ans;0.007451722421390583;0.7623299382068094
13.718061384858647;0.04276331349490867;19562;675.2065132712652;831.0421947174821;155.8356814462169;auto-portee;Low;3_anss;0.006664410192994068;0.6817859178471544
14.023388292340488;0.03670718949728257;18867;690.7683284288439;864.7872659603177;174.01893753147368;auto-portee;Low;3 anss;0.00620971503112393;0.6352694596312145
25.998614904898574;0.03695626720784889;18412;712.4329942665146;887.0425610449049;174.60956677839036;auto-portee;Medium;3 anss;0.008680933533094104;0.8880813253140604
13.21936559616957;0.03963764112627368;19199;650.4223936183653;834.1010429371933;183.67864931882792;auto-portee;Low;3_anss;0.005885645832529194;0.6021163658672424
20.420301894578902;0.0341846267677958;18322;680.3759872425886;862.1712505950347;181.79526335244614;auto-portee;Low;3 anss;0.007023671208159745;0.7185392229226617
23.340048843316335;0.039022855400952135;19596;726.1965161842096;396.77398106667204;;auto-portee;Medium;3ans;0.006937012873638109;0.7096738574319467
33.65124960546084;0.03806579299812156;19212;610.0055460568777;792.398665598224;182.39311954134632;auto-portee;Low;3anss;0.005362292150205021;0.5485759683933331
19.877321809440044;0.038664322826212086;19468;756.350610560533;893.7650653581335;137.41445479760046;auto-portee;Low;3_ans;0.007146128246304517;0.7310668857961362
21.433847755790623;0.04243283305440911;19655;730.4662583937984;894.1430744703769;163.6768160765784;auto-portee;Medium;3_ans.;0.0072474671097688135;0.7414341063062461
20.06772571454096;0.03978636468964266;19001;683.5206074036461;837.9068187621336;154.38621135848757;auto-portee;Low;3 ans.;0.0075847486298142005;0.7759388537719356
19.115837502517017;0.032861455890268614;19080;671.9355465585049;840.4322419637956;168.49669540529064;auto-portee;Low;3 ans.;0.007103648238108052;0.726721074157947
12.537505854551922;0.036962451262284965;19581;634.3073358038696;809.4516896576798;175.1443538538103;auto-portee;Medium;3 ans.;0.007283088469587415;0.7450782609719387
31.89759302322336;0.09222589777145009;19620;263.22792097084516;366.22548881600045;102.99756784515532;electrique;Low;2 ans;0.0029378652413787456;0.7654992020068075
0.0424893665035449;0.09464170670792511;19550;252.74374706329047;360.91439608898014;108.17064902568966;electrique;Hight;2 anss;0.003297714776124219;0.8592627034126463
36.91686216670272;0.09366603118213358;18509;248.95767746830123;365.740382450493;116.78270498219175;electrique;Low;2anss;0.0028338481534407683;0.7383961896936133
42.83779147633943;0.11309911200807891;19246;283.285059267752;384.22468189515433;100.93962262740233;electrique;Medium;2 ans;0.00285790870183542;0.744665480175878
39.913899665703845;0.07273823746348385;19315;245.38989039101975;380.44687291968273;135.05698252866299;electrique;Medium;2_ans;0.0023617366573665632;0.6153813664087175
28.49333859027986;0.09475337421692642;19617;275.7191609724133;386.37042070412565;110.65125973171237;electrique;Medium;2 anss;0.0019739332039193356;0.5143341059802513
28.572721628401784;0.08248468088234384;19102;278.1347061190035;393.71039710032875;115.57569098132525;electrique;Medium;2ans;0.0022756272551555747;0.5929444357594206
35.74660455707768;0.08806407081878728;19294;245.26668498941763;333.0714015807286;87.80471659131098;electrique;Low;2 anss;0.0031213759424144247;0.8133153146126383
32.94358305858448;0.08418469553526588;19274;290.5903170488058;376.5851961090323;85.99487906022657;electrique;Medium;2_ans.;0.002475713950626195;0.6450796404507895
45.18662071235218;0.09935242525196902;18392;279.4235057721511;405.46377502992755;126.04026925777649;electrique;Medium;2 ans.;0.002224613722908677;0.5796521929170559
49.605966874505896;0.09831738959262991;18447;251.75406705491295;374.5607377628022;122.80667070788925;electrique;Low;2ans;0.0027906959479923354;0.727152318337517
48.74880754315299;0.07067011376555997;18656;243.00537940926802;362.5285941704789;119.52321476121091;electrique;Medium;2_ans;0.0029263613520309475;0.7625017132208409
26.317937631852672;0.09864078413399839;19642;272.03860990894077;865.6881642292126;unknown;electrique;Low;2_ans.;0.0016317215038477674;0.425166373018055
36.069874476635796;0.10186467475139079;18675;266.4527170728274;402.82745461959206;136.37473754676466;electrique;Medium;2 anss;0.001620055968565579;0.42212676527031956
49.104357774471154;0.09134857042781216;19452;239.2645504906428;362.1313653510617;122.86681486041888;electrique;Low;2_ans;0.0029064447316433898;0.75731217736378
38.19649989837534;0.08378313433530633;19544;262.0389992604627;355.85200531173365;93.81300605127096;electrique;Low;2 ans.;0.003186536893571244;0.8302938524332296
34.563526236730254;0.11525780889988818;19243;261.437159658422;381.0974620805716;119.66030242214958;electrique;Hight;2_ans;0.0025732025380020168;0.6704815665806415
45.99012341870213;0.09360013885820899;19428;304.85175795944576;415.4208961690089;110.56913820956314;electrique;Hight;2anss;0.0017624584921946643;0.45923160475256286
48.68098557085486;0.08681499401845529;18991;279.26458219177044;385.7773240686419;106.51274187687149;electrique;Low;2_ans;0.0024390740834435137;0.6355326439803812
46.1046904478898;0.09064519977703767;19153;258.0596420453081;389.5354579885036;131.4758159431955;electrique;Medium;2_ans;0.0023417481086746373;0.6101730886914718
39.29404207791146;0.10443001057823297;19415;269.8755783883501;895.9080321769175;-64;electrique;Low;2ans;0.002156625259395027;0.5619369097814199
28.07801918947568;0.09062977150391333;19612;272.3931020325115;360.71046310162717;88.31736106911566;electrique;Low;2_anss;0.002773937748986517;0.7227857504686638
45.19883757060778;0.09384397577284276;19312;249.59781635870704;356.2284102169807;106.63059385827367;electrique;Low;2_anss;0.003073485882700872;0.8008369333790666
33.26258301718724;0.10359810972429831;18869;262.2582135403633;367.7362081786094;105.4779946382461;electrique;Low;2_anss;0.002722160170343589;0.7092944253477046
39.70306039764911;0.0737233299129701;18870;248.00999988766029;70.27119772229942;unknown;electrique;Low;2 ans;0.002607142068269725;0.6793249549602337
52.79453779485449;0.10372189337780875;19000;264.4797339438229;384.971503473434;120.49176952961106;electrique;Low;2_ans.;0.0024691748050779563;0.6433757805771372
37.57746499830732;0.09990692079532612;19130;276.1398611433654;388.8151233366564;112.67526219329102;electrique;Low;2 anss;0.0022739520965028635;0.592507951269314
45.57149516434252;0.12483601222728564;19176;260.6489955251384;371.292759281065;110.64376375592664;electrique;Low;2_anss;0.0026299824762964527;0.6852763219159775
34.85736124960486;0.11409711489658113;18964;241.5526642485084;72.9704968717671;;electrique;Low;2 anss;0.0030392690082202286;0.7919212793384452
49.68727766517072;0.09571424286535561;18985;261.0081279448194;372.9966726767209;111.98854473190144;electrique;Low;2 ans;0.002800347041594524;0.7296670369661705
38.41544465098854;0.08490005789402463;19005;256.52659656685444;373.0534563588333;116.52685979197881;electrique;Low;2ans.;0.0020547405687673568;0.5353895214690854
57.81024721304561;0.08411619599809406;19132;287.8082023242829;406.82528749371374;119.01708516943084;electrique;Low;2 anss;0.001715222099502606;0.4469235450083109
39.029572716715165;0.09775609767206805;18598;254.86697226222705;385.6455617587784;130.77858949655135;electrique;Low;2anss;0.0016945878424577563;0.44154701953690334
34.266349214215914;0.08621528552891156;19424;273.6840034514138;371.2916103366267;97.60760688521292;electrique;Low;2_ans.;0.002835511743147568;0.7388296597435956
48.5036112881298;0.10834265670694986;19004;256.4830833058901;374.09980600169797;117.61672269580791;electrique;Low;2_anss;0.0022969557055546055;0.5985018423860219
58.857731442891904;0.08778359251512942;19535;287.94213602773334;399.3281499422951;111.3860139145618;electrique;Medium;2_ans;0.0021235126458219295;0.5533089853587632
30.95243860558897;0.09672158604733067;18759;271.5268097838155;369.7365758505409;98.20976606672536;electrique;Low;2_ans;0.0019437335320846233;0.506465186615015
37.26021808769896;0.10488605915493207;19632;252.4941292911453;394.4246637540069;141.93053446286157;electrique;Medium;2_ans.;0.0025458949458254322;0.6633662163850373
49.75907226263581;0.11045134742619282;18343;273.88105958019406;399.7690881191137;125.88802853891964;electrique;Low;2 ans;0.002110355439891531;0.5498807033196481
37.89733107139817;0.09558339573044727;19006;273.6485609099385;401.2244551389821;127.57589422904357;electrique;Medium;2 ans.;0.00210889597750009;0.5495004213107011
48.58112046768942;0.1157475619172687;18730;252.95015465931613;395.2088117939632;142.25865713464708;electrique;Hight;2ans;0.0025060175928035794;0.6529756506482487
54.499843985059066;0.0990547114665646;18680;267.4574250034354;364.3302845044391;96.87285950100369;electrique;Medium;2ans;0.003237243766551601;0.8435061911940461
